"Statistic Label","Census Year","Sex","CSO Electoral Divisions 2022","UNIT","VALUE"
"Persons with a disability","2022","Both Sexes","Knocknaboley, Clare","Number","66"
"Persons with a disability","2022","Both Sexes","Knocknagore, Clare","Number","53"
"Persons with a disability","2022","Both Sexes","Kyle, Clare","Number","59"
"Persons with a disability","2022","Both Sexes","Lackareagh, Clare","Number","33"
"Persons with a disability","2022","Both Sexes","Liscannor, Clare","Number","107"
"Persons with a disability","2022","Both Sexes","Liscasey, Clare","Number","111"
"Persons with a disability","2022","Both Sexes","Lisdoonvarna, Clare","Number","211"
"Persons with a disability","2022","Both Sexes","Lisheen, Clare","Number","108"
"Persons with a disability","2022","Both Sexes","Loughea, Clare","Number","29"
"Persons with a disability","2022","Both Sexes","Lurraga, Clare","Number","65"
"Persons with a disability","2022","Both Sexes","Magherareagh, Clare","Number","58"
"Persons with a disability","2022","Both Sexes","Milltown Malbay, Clare","Number","361"
"Persons with a disability","2022","Both Sexes","Mount Elva, Clare","Number","17"
"Persons with a disability","2022","Both Sexes","Mountievers, Clare","Number","249"
"Persons with a disability","2022","Both Sexes","Mountshannon, Clare","Number","82"
"Persons with a disability","2022","Both Sexes","Moveen/Tullig, Clare","Number","43"
"Persons with a disability","2022","Both Sexes","Moy, Clare","Number","133"
"Persons with a disability","2022","Both Sexes","Moyarta, Clare","Number","57"
"Persons with a disability","2022","Both Sexes","Muckanagh, Clare","Number","43"
"Persons with a disability","2022","Both Sexes","Mullagh, Clare","Number","45"
"Persons with a disability","2022","Both Sexes","Newgrove, Clare","Number","46"
"Persons with a disability","2022","Both Sexes","Newmarket, Clare","Number","507"
"Persons with a disability","2022","Both Sexes","Noughaval, Clare","Number","29"
"Persons with a disability","2022","Both Sexes","O'briensbridge, Clare","Number","143"
"Persons with a disability","2022","Both Sexes","Ogonnelloe, Clare","Number","161"
"Persons with a disability","2022","Both Sexes","Oughtmama, Clare","Number","28"
"Persons with a disability","2022","Both Sexes","Querrin, Clare","Number","49"
"Persons with a disability","2022","Both Sexes","Quin, Clare","Number","261"
"Persons with a disability","2022","Both Sexes","Rahona, Clare","Number","90"
"Persons with a disability","2022","Both Sexes","Rath, Clare","Number","61"
"Persons with a disability","2022","Both Sexes","Rathborney, Clare","Number","21"
"Persons with a disability","2022","Both Sexes","Rathclooney, Clare","Number","21"
"Persons with a disability","2022","Both Sexes","Rinealon, Clare","Number","44"
"Persons with a disability","2022","Both Sexes","Rossroe, Clare","Number","125"
"Persons with a disability","2022","Both Sexes","Ruan, Clare","Number","144"
"Persons with a disability","2022","Both Sexes","Scarriff, Clare","Number","249"
"Persons with a disability","2022","Both Sexes","Sixmilebridge, Clare","Number","550"
"Persons with a disability","2022","Both Sexes","Smithstown, Clare","Number","49"
"Persons with a disability","2022","Both Sexes","Spancelhill, Clare","Number","121"
"Persons with a disability","2022","Both Sexes","St. Martin's, Clare","Number","26"
"Persons with a disability","2022","Both Sexes","Templemaley, Clare","Number","232"
"Persons with a disability","2022","Both Sexes","Toberbreeda, Clare","Number","21"
"Persons with a disability","2022","Both Sexes","Tomfinlough, Clare","Number","121"
"Persons with a disability","2022","Both Sexes","Tulla, Clare","Number","228"
"Persons with a disability","2022","Both Sexes","Tullycreen, Clare","Number","31"
"Persons with a disability","2022","Both Sexes","Urlan, Clare","Number","290"
"Persons with a disability","2022","Both Sexes","Ballincollig, Cork City","Number","4099"
"Persons with a disability","2022","Both Sexes","Ballinlough A, Cork City","Number","209"
"Persons with a disability","2022","Both Sexes","Ballinlough B, Cork City","Number","370"
"Persons with a disability","2022","Both Sexes","Ballinlough C, Cork City","Number","387"
"Persons with a disability","2022","Both Sexes","Ballygarvan/Lehenagh, Cork City","Number","804"
"Persons with a disability","2022","Both Sexes","Ballyphehane A, Cork City","Number","193"
"Persons with a disability","2022","Both Sexes","Ballyphehane B, Cork City","Number","278"
"Persons with a disability","2022","Both Sexes","Bishopstown A, Cork City","Number","537"
"Persons with a disability","2022","Both Sexes","Bishopstown B, Cork City","Number","516"
"Persons with a disability","2022","Both Sexes","Bishopstown C, Cork City","Number","1209"
"Persons with a disability","2022","Both Sexes","Bishopstown D, Cork City","Number","400"
"Persons with a disability","2022","Both Sexes","Bishopstown E, Cork City","Number","763"
"Persons with a disability","2022","Both Sexes","Bishopstown, Cork City","Number","154"
"Persons with a disability","2022","Both Sexes","Blackpool A, Cork City","Number","217"
"Persons with a disability","2022","Both Sexes","Blackpool B, Cork City","Number","547"
"Persons with a disability","2022","Both Sexes","Blarney, Cork City","Number","1124"
"Persons with a disability","2022","Both Sexes","Browningstown, Cork City","Number","213"
"Persons with a disability","2022","Both Sexes","Caherlag, Cork City","Number","810"
"Persons with a disability","2022","Both Sexes","Carrigaline/Monkstown Rural/Douglas, Cork City","Number","4183"
"Persons with a disability","2022","Both Sexes","Carrigrohanebeg, Cork City","Number","205"
"Persons with a disability","2022","Both Sexes","Centre A, Cork City","Number","233"
"Persons with a disability","2022","Both Sexes","Centre B, Cork City","Number","634"
"Persons with a disability","2022","Both Sexes","Churchfield, Cork City","Number","460"
"Persons with a disability","2022","Both Sexes","City Hall A, Cork City","Number","298"
"Persons with a disability","2022","Both Sexes","City Hall B, Cork City","Number","286"
"Persons with a disability","2022","Both Sexes","Commons, Cork City","Number","280"
"Persons with a disability","2022","Both Sexes","Douglas/Lehenagh, Cork City","Number","1421"
"Persons with a disability","2022","Both Sexes","Evergreen, Cork City","Number","390"
"Persons with a disability","2022","Both Sexes","Fair Hill A, Cork City","Number","196"
"Persons with a disability","2022","Both Sexes","Fair Hill B, Cork City","Number","273"
"Persons with a disability","2022","Both Sexes","Fair Hill C, Cork City","Number","1014"
"Persons with a disability","2022","Both Sexes","Farranferris A, Cork City","Number","566"
"Persons with a disability","2022","Both Sexes","Farranferris B, Cork City","Number","248"
"Persons with a disability","2022","Both Sexes","Farranferris C, Cork City","Number","283"
"Persons with a disability","2022","Both Sexes","Gillabbey A, Cork City","Number","701"
"Persons with a disability","2022","Both Sexes","Gillabbey B, Cork City","Number","340"
"Persons with a disability","2022","Both Sexes","Gillabbey C, Cork City","Number","527"
"Persons with a disability","2022","Both Sexes","Glasheen A, Cork City","Number","174"
"Persons with a disability","2022","Both Sexes","Glasheen B, Cork City","Number","199"
"Persons with a disability","2022","Both Sexes","Glasheen C, Cork City","Number","781"
"Persons with a disability","2022","Both Sexes","Greenmount, Cork City","Number","610"
"Persons with a disability","2022","Both Sexes","Gurranebraher A, Cork City","Number","238"
"Persons with a disability","2022","Both Sexes","Gurranebraher B, Cork City","Number","192"
"Persons with a disability","2022","Both Sexes","Gurranebraher C, Cork City","Number","314"
"Persons with a disability","2022","Both Sexes","Gurranebraher D, Cork City","Number","270"
"Persons with a disability","2022","Both Sexes","Gurranebraher E, Cork City","Number","316"
"Persons with a disability","2022","Both Sexes","Inishkenny, Cork City","Number","1009"
"Persons with a disability","2022","Both Sexes","Knocknaheeny, Cork City","Number","1140"
"Persons with a disability","2022","Both Sexes","Knockrea A, Cork City","Number","384"
"Persons with a disability","2022","Both Sexes","Knockrea B, Cork City","Number","239"
"Persons with a disability","2022","Both Sexes","Mahon A, Cork City","Number","1474"
"Persons with a disability","2022","Both Sexes","Mahon B, Cork City","Number","1384"
"Persons with a disability","2022","Both Sexes","Mahon C, Cork City","Number","808"
"Persons with a disability","2022","Both Sexes","Mardyke, Cork City","Number","250"
"Persons with a disability","2022","Both Sexes","Matehy, Cork City","Number","339"
"Persons with a disability","2022","Both Sexes","Mayfield, Cork City","Number","1022"
"Persons with a disability","2022","Both Sexes","Montenotte A, Cork City","Number","427"
"Persons with a disability","2022","Both Sexes","Montenotte B, Cork City","Number","786"
"Persons with a disability","2022","Both Sexes","Ovens, Cork City","Number","266"
"Persons with a disability","2022","Both Sexes","Pouladuff A, Cork City","Number","206"
"Persons with a disability","2022","Both Sexes","Pouladuff B, Cork City","Number","532"
"Persons with a disability","2022","Both Sexes","Rathcooney, Cork City","Number","1735"
"Persons with a disability","2022","Both Sexes","Riverstown, Cork City","Number","747"
"Persons with a disability","2022","Both Sexes","Shanakiel, Cork City","Number","920"
"Persons with a disability","2022","Both Sexes","Shandon A, Cork City","Number","455"
"Persons with a disability","2022","Both Sexes","Shandon B, Cork City","Number","332"
"Persons with a disability","2022","Both Sexes","South Gate A, Cork City","Number","553"
"Persons with a disability","2022","Both Sexes","South Gate B, Cork City","Number","294"
"Persons with a disability","2022","Both Sexes","St. Mary's (East), Cork City","Number","449"
"Persons with a disability","2022","Both Sexes","St. Mary's (West), Cork City","Number","950"
"Persons with a disability","2022","Both Sexes","St. Patrick's A, Cork City","Number","322"
"Persons with a disability","2022","Both Sexes","St. Patrick's B, Cork City","Number","319"
"Persons with a disability","2022","Both Sexes","St. Patrick's C, Cork City","Number","226"
"Persons with a disability","2022","Both Sexes","Sunday's Well A, Cork City","Number","168"
"Persons with a disability","2022","Both Sexes","Sunday's Well B, Cork City","Number","254"
"Persons with a disability","2022","Both Sexes","The Glen A, Cork City","Number","664"
"Persons with a disability","2022","Both Sexes","The Glen B, Cork City","Number","1012"
"Persons with a disability","2022","Both Sexes","The Lough, Cork City","Number","470"
"Persons with a disability","2022","Both Sexes","Tivoli A, Cork City","Number","391"
"Persons with a disability","2022","Both Sexes","Tivoli B, Cork City","Number","673"
"Persons with a disability","2022","Both Sexes","Togher A, Cork City","Number","715"
"Persons with a disability","2022","Both Sexes","Togher B, Cork City","Number","251"
"Persons with a disability","2022","Both Sexes","Tramore A, Cork City","Number","249"
"Persons with a disability","2022","Both Sexes","Tramore B, Cork City","Number","228"
"Persons with a disability","2022","Both Sexes","Tramore C, Cork City","Number","761"
"Persons with a disability","2022","Both Sexes","Turner's Cross A, Cork City","Number","210"
"Persons with a disability","2022","Both Sexes","Turner's Cross B, Cork City","Number","342"
"Persons with a disability","2022","Both Sexes","Turner's Cross C, Cork City","Number","222"
"Persons with a disability","2022","Both Sexes","Turner's Cross D, Cork City","Number","118"
"Persons with a disability","2022","Both Sexes","Whitechurch, Cork City","Number","206"
"Persons with a disability","2022","Both Sexes","Abbeymahon, Cork County","Number","132"
"Persons with a disability","2022","Both Sexes","Adrigole, Cork County","Number","120"
"Persons with a disability","2022","Both Sexes","Aghadown North, Cork County","Number","82"
"Persons with a disability","2022","Both Sexes","Aghadown South, Cork County","Number","131"
"Persons with a disability","2022","Both Sexes","Aghern, Cork County","Number","50"
"Persons with a disability","2022","Both Sexes","Aghinagh, Cork County","Number","81"
"Persons with a disability","2022","Both Sexes","Aglish, Cork County","Number","267"
"Persons with a disability","2022","Both Sexes","Ahil, Cork County","Number","59"
"Persons with a disability","2022","Both Sexes","Allow, Cork County","Number","109"
"Persons with a disability","2022","Both Sexes","Ardagh, Cork County","Number","170"
"Persons with a disability","2022","Both Sexes","Ardfield, Cork County","Number","152"
"Persons with a disability","2022","Both Sexes","Ardskeagh, Cork County","Number","106"
"Persons with a disability","2022","Both Sexes","Argideen, Cork County","Number","63"
"Persons with a disability","2022","Both Sexes","Aultagh, Cork County","Number","61"
"Persons with a disability","2022","Both Sexes","Ballinadee, Cork County","Number","81"
"Persons with a disability","2022","Both Sexes","Ballincollig, Cork County","Number","249"
"Persons with a disability","2022","Both Sexes","Ballingurteen, Cork County","Number","147"
